,brand,jenis
5408,ICHIPON 480 SL,Zat Pengatur Tumbuh Tanaman
5409,STOPMAT 220 EC,Insektisida
5410,MATIKUS 80 P,Rodentisida
5411,GIBMOR 0.011 L,Zat Pengatur Tumbuh Tanaman
5412,POWERSORB 550 SL,Herbisida
5413,HIT 0.141 AE,Pestisida Rumah Tangga
5414,VANTIKEONG 40 WP,Moluskisida
5415,RAMPRID 200/200 SC,Insektisida
5416,GLIFOSAT 95 TC,Herbisida
5417,IMIDASTAR 200 SL,Insektisida
5418,KARBASIN 500 EC,Insektisida
5419,AKASH 200 EC,Insektisida
5420,CIELO 50 EC,Insektisida
5421,ACTICIDE SR 4432,Fungisida
5422,PELLE 50 EC,Insektisida
5423,PENTA GLI-Z 240 SL,Herbisida
5424,ANTIGERMEN PLUS 520 SC,Fungisida
5425,PLANE UP 480 SL,Herbisida
5426,MADRID 50/10 WP,Insektisida
5427,AXIMIL 480 SL,Fungisida
5428,IPA GLIFOSATE 95 TC,Herbisida
5429,CONVEY COMPLETE 310 SC,Herbisida
5430,JON-UP 480 SL,Herbisida
5431,SLASH 480 SL,Herbisida
5432,MORTEIN 0.16 AE,Pestisida Rumah Tangga
5433,PROPINEB 85 TC,Fungisida
5434,VELOCE 160/220 SC,Insektisida
5435,CYRROTEX 75 SP,Insektisida
5436,PREVATHON 50 SC ,Insektisida
5437,VAPE 0.205 AE,Pestisida Rumah Tangga
5438,AGATA 45/235 OD,Herbisida
5439,PENTA-FURON 20 WP,Herbisida
5440,DEECOR-M 72 WP,Fungisida
5441,TOPREL 480 SL,Zat Pengatur Tumbuh Tanaman
5442,VANDER 85 WP,Fungisida
5443,COPCIDE 77 WP,Fungisida
5444,Dessin 50 EC,Insektisida
5445,BASAMID 98 GR,Nematisida
5446,HIT 0.12 AE,Pestisida Rumah Tangga
5447,HARUMY 200 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5448,BENLOX 50 WP,Fungisida
5449,METSULINDO 20 WG,Herbisida
5450,CYALOPRO-XTRA 420 EC,Herbisida
5451,"JUMBO 3,6 MV",Pestisida Rumah Tangga
5452,SANTRINO 100 EC,Insektisida
5453,CONTACNIL 75 WP,Fungisida
5454,PROGIBB 40 SG,Zat Pengatur Tumbuh Tanaman
5455,APPLAUD 100 EC,Insektisida
5456,BULLFIGHT PLUS 88.8 WG ,Herbisida
5457,SIDACIS 250 EC,Insektisida
5458,ODEON 75 WP,Fungisida
5459,BELLOVA 560 SC,Fungisida
5460,KOPTAN ,Atraktan / Feromon
5461,SEMACOR 70 WG,Herbisida
5462,GLYKILL 480 SL,Herbisida
5463,RRIDAWEED 480 SL,Herbisida
5464,SANCARB 500 EC,Insektisida
5465,ACTICIDE SR3306,Fungisida
5466,STRONGMEX 37 EC,Insektisida
5467,"ORY LURE 0,0005 SL",Atraktan / Feromon
5468,PYMETROZINE 98 TC ,Insektisida
5469,E-BUNITE 70 WP,Insektisida
5470,CYPERSECT 50 EC,Insektisida
5471,JUNCTION 149 SE,Herbisida
5472,GIBERALIC 20 SP,Zat Pengatur Tumbuh Tanaman
5473,"Mortein 0,15 MC",Pestisida Rumah Tangga
5474,DAVANTOR 100 SC,Insektisida
5475,ENKAZEB 80 WP,Fungisida
5476,KELAT 12 WP,Fungisida
5477,RANGGATOX 50 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5478,INTERCEPTOR 200 K,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5479,GOLDZONE 276 SL,Herbisida
5480,PRIMA-PRO 55 SC,Insektisida
5481,TOPPER 10 WP,Herbisida
5482,METINDO 40 SP,Insektisida
5483,SINATILT 300 EC,Fungisida
5484,BUMICARB 550 EC,Insektisida
5485,PROSPER 85 WP,Bakterisida
5486,AMCOFUR 20 WP,Herbisida
5487,FIDARID 200 SL,Insektisida
5488,Fascinate Sync 128/300 EW,Herbisida
5489,L-AMONIUM GLUFOSINAT 50 TK,Herbisida
5490,"EROS-GOLD 0,75/30 DF",Herbisida
5491,HIT MAGIC 0.18 FU,Pestisida Rumah Tangga
5492,DELTA 25 EC,Insektisida
5493,OWEN 300/100 SL,Herbisida
5494,ATTIC 18 EC,Insektisida
5495,KARDAN 4 GR,Insektisida
5496,VELIMEK 52.5 WG,Fungisida
5497,ROLIXONE 276 SL*,Herbisida
5498,COBA 15,Fungisida
5499,Innosei ® PCP,Bakterisida
5500,FENKILL 200 EC,Insektisida
5501,PILAR UP 480 SL,Herbisida
5502,SIONGFAT 80 SP,Insektisida
5503,ALODI 15 WG,Herbisida
5504,DECAFEN 250 EC,Herbisida
5505,ESPLANADE 22 WG,Herbisida
5506,BLATTANEX 2.15 GEL,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5507,AMIPHOSATE 480 SL,Herbisida
5508,CALLICRON 500 EC,Insektisida
5509,PERMANET 49 K,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5510,KAYABAS 555 SC,Herbisida
5511,RUNSTAR 300 EC,Herbisida
5512,RATOL 80 P* ,Rodentisida
5513,BELLMAC 240 EC,Herbisida
5514,DIMETHOMORPH 96 TC,Fungisida
5515,BADIK 18 EC,Insektisida
5516,PARATONE 280 SL,Herbisida
5517,Dharmabas 500 EC,Insektisida
5518,TARUNA 400 SL,Insektisida
5519,ASIATHANE 80 WP,Fungisida
5520,SPONTAS 450 SL,Insektisida
5521,MICROCARE PM4,Bakterisida
5522,VAPE 12.1 LV,Pestisida Rumah Tangga
5523,Proxel MB ,Pestisida lain-lain
5524,Virtako 300 SC,Insektisida
5525,KENMECTIN 18 EC,Insektisida
5526,AVOCET 250 SC,Zat Pengatur Tumbuh Tanaman
5527,BENTACLIN 55 WP,Fungisida
5528,QUATIGO 70 WP,Herbisida
5529,HIT EXPERT 0.08 FU,Pestisida Rumah Tangga
5530,SINOPEST 250 EC,Fungisida
5531,STORM 0.005 BB,Rodentisida
5532,BIOTRIFOS 250 EC,Insektisida
5533,CONVEY COMPLETE 310 SC,Herbisida
5534,ACTARA 25 WG,Insektisida
5535,BARREN 80 WP,Herbisida
5536,MEC-ZUR 150 EC,Insektisida
5537,ROMETSOL 60 WG,Herbisida
5538,BLAST 200 SC,Fungisida
5539,PEACE 320 EC,Fungisida
5540,PILARQUAT 135/2 SL*,Herbisida
5541,MIRAZ 200 EC,Akarisida
5542,PANICLOR 700 EC,Herbisida
5543,SPEED EXTRA SERTAMAX 80 SL,Zat Pengatur Tumbuh Tanaman
5544,ROCIMA™ 243 Biocide,Bakterisida
5545,CERTACOR 35 WG,Insektisida
5546,DHARMASIP 50 EC,Insektisida
5547,PROMOTREL 110 PA,Zat Pengatur Tumbuh Tanaman
5548,"KINGKONG 0,02 MC",Pestisida Rumah Tangga
5549,KLENSECT EXTRA 200 EC,Insektisida
5550,CERLORD 200 SL,Herbisida
5551,BIOBAN™ P-1487 Antimicrobial Agent,Pestisida lain-lain
5552,BASATA 480 SL,Herbisida
5553,BENSULFURON METHYL 96 TC,Herbisida
5554,TOMSON 600 SC,Fungisida
5555,DIFENTAM 480 SC,Herbisida
5556,"2,4-D 95 TC",Herbisida
5557,NOXONE 297 SL,Herbisida
5558,PREDOTONG 290 SL,Herbisida
5559,MOSHIELD 0.015MC,Pestisida Rumah Tangga
5560,KIRARI 50 WG,Fungisida
5561,GOMAX 280 SL,Herbisida
5562,ROCIMA™ MBX Biocide,Pestisida lain-lain
5563,HIT MAGIC 0.08 FU,Pestisida Rumah Tangga
5564,ARMA 48/4 WP,Herbisida
5565,AMETRYN 96 TC,Herbisida
5566,MICROCARE PHG,Bakterisida
5567,BULMA 400/150 SL,Herbisida
5568,ADORE 150/50 SC,Fungisida
5569,GRAVITAS 200 SL,Herbisida
5570,MANCO 80 WP,Fungisida
5571,GIURON 80 WP,Herbisida
5572,DURAMIL 500 EC,Herbisida
5573,MAIZE HELPER 240/60 OD,Herbisida
5574,GALIL 300 SC,Insektisida
5575,Kathon CG Preservative,Pestisida lain-lain
5576,FYK Ripener 20 GR,Zat Pengatur Tumbuh Tanaman
5577,PLANTWOOD 99 SP,Bahan pengawet kayu
5578,DKNIKLOS 250 EC,Moluskisida
5579,ACE-ONE 75 SP,Insektisida
5580,CALIWA 80 WP,Fungisida
5581,AM-500 500 SC,Herbisida
5582,TRIZIN 35 WP,Insektisida
5583,Cymax 100 OD,Herbisida
5584,HAJAR 250/150 SC,Fungisida
5585,BIOTARA 300 SC,Insektisida
5586,FARMFOSATE 480 SL,Herbisida
5587,REDOKS 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5588,Bion M 1/48 WP,Fungisida
5589,CBA-6 865 SL,Herbisida
5590,ACASH 300 EC,Fungisida
5591,OJO 20 SG,Insektisida
5592,VITATHRIN 50 EC ,Insektisida
5593,PILARCABRIO 55/5 WG ,Fungisida
5594,PROMOLON 501 EC,Herbisida
5595,CAPTIVE 200 SC,Fungisida
5596,FOX 500 EC,Herbisida
5597,CleanBioTM-Zinc <SUPER>,Fungisida
5598,LUMINOR 399 EC,Fungisida
5599,FASTOP 100 EC,Insektisida
5600,GIBBRACID 40 SL,Zat Pengatur Tumbuh Tanaman
5601,PERCIS 30 EC,Insektisida
5602,POSPIT 80 P,Rodentisida
5603,CURCI 10 WP,Fungisida
5604,TAKAI 360 SC,Insektisida
5605,ARIKU 430 SC,Fungisida
5606,DAFAT 400 SL,Insektisida
5607,PISTAR 10/25 WP,Herbisida
5608,BISPYRIBAC SODIUM 95 TC,Herbisida
5609,DELOUSE 25 WP,Insektisida
5610,ALTAC 15 EC,Insektisida
5611,WELLDAN 18 EC,Insektisida
5612,CYPERBAN 590 EC,Insektisida
5613,BUPRO-NA 25 WP,Insektisida
5614,SAPUJAGAT 4/20 WP,Insektisida
5615,SKIPPER 50/20 WP,Fungisida
5616,Force Magic Techno 4 AL,Pestisida Rumah Tangga
5617,RICE PRO 10/10 WP ,Herbisida
5618,OCTANIL 75 WP,Fungisida
5619,ZOMBA 200/50 SC,Insektisida
5620,FOSTER 480 SL,Herbisida
5621,MORGENT 50 SC,Insektisida
5622,FORZA 50 SC,Insektisida
5623,SAGRI-HOT 150/60 SC,Insektisida
5624,ASIAUP 448 SL,Herbisida
5625,Kocide 54 WG,Fungisida
5626,Innosei ® PM4,Bakterisida
5627,DHARMACLEN 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5628,WITRICE 300 EC,Herbisida
5629,PRIMA-BOMB 606 EC,Insektisida
5630,TEMECO 865 SL,Herbisida
5631,ALUFOS 56 TB,Fumigan
5632,TREBON 95 EC,Insektisida
5633,HIT EXPERT 0.086 FU,Pestisida Rumah Tangga
5634,KLORPIRIFOS 98 TC,Insektisida
5635,SCANNER 276 SL*,Herbisida
5636,KOEDAZEB 83 WP,Fungisida
5637,BASAGRAN 460 SL,Herbisida
5638,RESPECT 200 EC,Insektisida
5639,PRONITE 60/20 WG,Insektisida
5640,MUPXONE 276 SL*,Herbisida
5641,CHLORPYRIFOS 97 TC,Insektisida
5642,TOPZONE 150 SL,Herbisida
5643,EXONIL 50  WP,Fungisida
5644,ZERAM 250 EC,Herbisida
5645,METRA UP 480 SL,Herbisida
5646,GULMAXONE 276 SL*,Herbisida
5647,Innosei ® HT,Bakterisida
5648,GOODKILL 666 EC,Herbisida
5649,STEADY 150 SL ,Herbisida
5650,TRESICUR 0.005 BB,Rodentisida
5651,GOMALIN,Bakterisida
5652,01020120083142,Fungisida
5653,PRIMADOR 25 WP,Insektisida
5654,PREVENTOL BIT 20 N,Bakterisida
5655,SOPETON 108 EC,Insektisida
5656,PRIMATIN 50 EC ,Insektisida
5657,NEO RON 40 OD,Herbisida
5658,DIMECTIN 18 EC,Insektisida
5659,TRINICA-CAPS 250 CS,Insektisida
5660,IMIDACLOPRID 95 TC,Insektisida
5661,Hexaconazole 95 TC ,Fungisida
5662,SHOTPLUS 50/200 EC,Herbisida
5663,ABAMECTIN 95 TC,Insektisida
5664,TALSTAR 25 EC,Insektisida
5665,FATEC 30 UL,Insektisida
5666,DAKKAR 200/18 EC,Insektisida
5667,TILLO 500 SC,Fungisida
5668,PARAKUAT DIKLORIDA 42 TC,Herbisida
5669,SIMOKSANIL 98 TC,Fungisida
5670,ROMADE 0.75 TP,Rodentisida
5671,Ozziecide CI 150F1,Pestisida lain-lain
5672,GLYTRON 310/49 EC,Herbisida
5673,SEMACOR 70 WG,Herbisida
5674,RESULT 250 SC,Zat Pengatur Tumbuh Tanaman
5675,CETAR 555 SL,Herbisida
5676,HERITAGE MAXX  95 DC,Fungisida
5677,ATLANTIK 258 EC,Herbisida
5678,SERBU 160 SL,Herbisida
5679,BIOBAN™ O 100 Technical Antimicrobial,Pestisida lain-lain
5680,MILOR 72 WP,Fungisida
5681,DOLPHIN 55 WP,Fungisida
5682,PRIMAFOS 400 SL,Fungisida
5683,ALIAGA 380 SC,Insektisida
5684,PRADO 25 EC,Insektisida
5685,PROPINEX 70 WP,Fungisida
5686,U-EMPAT ENAM 720 SL,Herbisida
5687,GOODXONE 200 SL*,Herbisida
5688,EXPOSE 55 SC,Bahan pengawet kayu
5689,PROTAB 10 TB,Zat Pengatur Tumbuh Tanaman
5690,ITICKS 20 SL,Zat Pengatur Tumbuh Tanaman
5691,MONUMENT 75 WG,Herbisida
5692,PROMODAN 3 GR,Insektisida
5693, TRIBUNE 54.2/15 WP,Fungisida
5694,DOKU 20/80 SC,Insektisida
5695,BOSSXONE 276 SL*,Herbisida
5696,IMIDAKLOPRID 97 TC,Insektisida
5697,AKSIGUA 50 ME,Insektisida
5698,NEO RONDA PLUS 375 SL,Herbisida
5699,MATENO UP 165 SL,Herbisida
5700,KOPTAN,Atraktan / Feromon
5701,FEROMON-EXI,Atraktan / Feromon
5702,HIT 0.15 STICK FU,Pestisida Rumah Tangga
5703,SAGRI STORM 400/50/100 SC,Herbisida
5704,HIT 8.01 LV,Pestisida Rumah Tangga
5705,STARLON 665 EC,Herbisida
5706,HIGRADE 200 EC,Insektisida
5707,ZENITH 75 WP,Fungisida
5708,Innosei® IMU,Bakterisida
5709,NISSOZIN 20 SP,Insektisida
5710,PUMA 160 SL,Herbisida
5711,TUREX WP,Insektisida
5712,VEL-UP 530 SL,Herbisida
5713,ALLUSIO 80 WP,Fungisida
5714,NARKIS 100 SC,Herbisida
5715,TRUPER 3 G,Insektisida
5716,COBA 24 FEB KU,Fungisida
5717,ZIOFY 50 WG,Insektisida
5718,TIKUMIN 0.0375 BB,Rodentisida
5719,SANTREL 10 PA,Zat Pengatur Tumbuh Tanaman
5720,LOCK UP 240 SC,Herbisida
5721,sortie 30/6 WP,Fungisida
5722,HAJAR 250/150 SC,Fungisida
5723,GAMAXXONE 276 SL*,Herbisida
5724,APHISTAR 150/100 OD,Insektisida
5725,VIERI 480 SL,Herbisida
5726,PROMOTREL 110 PA,Zat Pengatur Tumbuh Tanaman
5727,BAN-DROL 400 EC,Insektisida
5728,RESULT 250 SC,Zat Pengatur Tumbuh Tanaman
5729,ABA 865 SL,Herbisida
5730,GRANGE 25 EC,Insektisida
5731,K-GOMIX 72/8 WG,Herbisida
5732,ANDRE 55 WG,Insektisida
5733,Roundup Herbicide 486 SL,Herbisida
5734,GIURON 80 WP,Herbisida
5735,ASSET 190 SL,Herbisida
5736,MICROTHIOL 80 WG,Fungisida
5737,ROCIMA™ 243 Biocide,Pestisida lain-lain
5738,BLOWTOP 200 SL*,Herbisida
5739,ZHAVITRON 20 WP,Herbisida
5740,TRONTON 50 EC,Insektisida
5741,CYPERIN 250 EC,Insektisida
5742,RON-GOLD 10 WP,Herbisida
5743,AZOSTAR 250 SC,Fungisida
5744,HAGAN 80 WP,Fungisida
5745,GLIFOSAT 95 TC,Herbisida
5746,REDOKS 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5747,GLUFOSINATE AMMONIUM 95 TC,Herbisida
5748,CENTAXONE 135 SL*,Herbisida
5749,MAXPROL 250 SC,Zat Pengatur Tumbuh Tanaman
5750,FURAXIN 10 SL,Fungisida
5751,PRIMA-SNAIL 60 WP,Moluskisida
5752,PARAPLUS 135 SL,Herbisida
5753,RENZO 250 EC,Fungisida
5754,MAGUS 325 SC,Fungisida
5755,FAMDATRIN 50 EC,Insektisida
5756,ABATECH 18 EC,Insektisida
5757,INTERPRID 200 SL,Insektisida
5758,METHA 400 EC,Insektisida
5759,ALIAGA 380 SC,Insektisida
5760,TOXEDOWN 150 EC,Insektisida
5761,BANSAR 500 EC,Insektisida
5762,SUMIONE 93 TC,Insektisida
5763,JOKER 75 SP,Insektisida
5764,DETOP 400 SL ,Insektisida
5765,EXTRA-ONE 680 SC,Herbisida
5766,HIT ONE PUSH 12 AE,Pestisida Rumah Tangga
5767,HIPPO 400 SL,Insektisida
5768,TRICOCEL 525 SE,Fungisida
5769,"Baygon 0,161 AE",Pestisida Rumah Tangga
5770,mago SC,Fungisida
5771,DAMIN 875 SL,Herbisida
5772,FLASH 20 WG  ,Herbisida
5773,TRANSFLUTRHIN 92 TC,Insektisida
5774,MANKOZEB 85 TC,Fungisida
5775,SMART 486 SL ,Herbisida
5776,ERKAREN 480 EC,Herbisida
5777,SYCAMORE 722 SL,Fungisida
5778,HIT EXPERT 0.24 AE,Pestisida Rumah Tangga
5779,ZORVEC ENCANTIA™ 330 SE,Fungisida
5780,MICROCARE MBG,Bakterisida
5781,REMAZOLE-P 490 EC,Fungisida
5782,Proxel 108,Bakterisida
5783,PROFORMIN 865 SL,Herbisida
5784,HIT MAGIC 0.115 FU,Pestisida Rumah Tangga
5785,ROMANIL 72/8 WP,Insektisida
5786,DUMIL 40 SP,Insektisida
5787,FORESTER 550/20 EC,Insektisida
5788,SCOTIN 100 EC,Insektisida
5789,K-OTHRINE POLYZONE 62.5 SC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5790,DIURAGXID 500  SC,Herbisida
5791,OLIGO 36 EC,Insektisida
5792,CURATERR 3 GR,Insektisida
5793,LIVANTO 100 EC,Herbisida
5794,Proxel CMC,Bakterisida
5795,GRIND UP 240 SL,Herbisida
5796,JAYAMIX 30/6 WP,Insektisida
5797,MITRAFOS 400 SL,Fungisida
5798,BESTOX 50 EC,Insektisida
5799,HIT ONE PUSH 4 AE,Pestisida Rumah Tangga
5800,MAXITOL 865 SL,Herbisida
5801,AGADI 50 SC,Insektisida
5802,TOPIDA 25 WP,Insektisida
5803,AMONIUM GLUFOSINAT 95 TC,Herbisida
5804,JORJIA 400/50 EC,Insektisida
5805,TEXXIM 20 WP,Fungisida
5806,PAMUNGKAS 490 SL ,Herbisida
5807,Spider 200 EC,Insektisida
5808,ICON 100 CS,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5809,ACTICIDE B20,Bakterisida
5810,BAKOMAX 360 EC,Zat Pengatur Tumbuh Tanaman
5811,PASMATOON 865 SL,Herbisida
5812,MITIGATE 18 EC,Insektisida
5813,PARATONE 280 SL,Herbisida
5814,MIRAVIS DUO 75/125 SC,Fungisida
5815,QUINSAT 500 SL,Herbisida
5816,AMUR 155 SL,Herbisida
5817,MEILLER 50 SC,Insektisida
5818,Azoxystrobin 98% TC.,Fungisida
5819,WIPER 50 EC,Insektisida
5820,COBABOGOR17,Fungisida
5821,HAITEK 160 SL,Herbisida
5822,HIPOMEC 63 WP,Insektisida
5823,CELVIN 63/5 WP,Herbisida
5824,LARES 550 SC,Herbisida
5825,HIT 60.75 OL,Pestisida Rumah Tangga
5826,PACLOBUTRAZOL 95 TC,Zat Pengatur Tumbuh Tanaman
5827,Damex 30 EC,Insektisida
5828,CYPERMETHRIN 92 TC,Insektisida
5829,CRYSOKILL WP,Insektisida
5830,EMAKTIN 32 EC,Insektisida
5831,GOZEBLUE 82 WP,Fungisida
5832,SIPERMETRIN 92 TC,Insektisida
5833,SINARFURON 20 WG,Herbisida
5834,MELYRA 200/200 SC,Fungisida
5835,HIT 15 GL,Pestisida Rumah Tangga
5836,STARDIOR 40/20 WG,Insektisida
5837,SINOCLEAN 200 SL,Herbisida
5838,STROMBIX 70 WP,Moluskisida
5839,HIT MAGIC 0.5 FU,Pestisida Rumah Tangga
5840,ACTICIDE MKX,Fungisida
5841,SANFIDOR 200 SL,Insektisida
5842,NAPIRTOP 300/5 EC,Insektisida
5843,EBT ENDURA 92 TC,Insektisida
5844,ROUND TOX 865 SL,Herbisida
5845,INTERCLOS 150/250 SC,Fungisida
5846,BEHNQUAT 276 SL*,Herbisida
5847,TRIMECAB 120/40 SC,Insektisida
5848,CLETHODIM 37 TK,Herbisida
5849,PUANORIS 60 SP,Bakterisida
5850,MOLLIENT 75 SP,Insektisida
5851,TANCAP 80 WG,Fungisida
5852,VAPE 12.0 LV,Insektisida
5853,PRIMA-ZOL PLUS 100/200 SC,Fungisida
5854,MANCOBAT MIX 60/9 WP,Fungisida
5855,WYNCARON 80 WP,Herbisida
5856,VANISH 200 SC,Insektisida
5857,FORTUNA 290 SL,Insektisida
5858,AKROSTAR 40 WP,Fungisida
5859,ALUFOS 56 TB,Fumigan
5860,JOKI 400 SL,Insektisida
5861,UNICYTHRIN 50 EC,Insektisida
5862,SOLO 490 SL,Herbisida
5863,LikaGrow 20/5 WP,Zat Pengatur Tumbuh Tanaman
5864,GLIFOSAT 95 TC,Herbisida
5865,FUSCO 400 EC,Insektisida
5866,MIXTAN 600 SC,Fungisida
5867,BETA CYFLUTHRIN 95 TC,Insektisida
5868,SKIN VAPE 150 AL,Repelen
5869,TEXXIM 20 WP,Fungisida
5870,MARBOFID 2 WP,Insektisida
5871,ALCAN 375 SC,Insektisida
5872,BRINKA 240 SC,Insektisida
5873,KLENSECT 200 EC,Insektisida
5874,FORCE MAGIC 0.3 AE,Pestisida Rumah Tangga
5875,OBR 25 WP,Insektisida
5876,ENTOMOBAC WP,Insektisida
5877,E-GOLD 280/40 OD,Herbisida
5878,RUSH OUT 450 SL,Insektisida
5879,FASTRIN 100 EC ,Insektisida
5880,COPID 77 WP,Fungisida
5881,ROACHTY  0.05 BB,Pestisida Rumah Tangga
5882,LANIDOR PLUS 50 WP,Insektisida
5883,HIT 0.597 MV,Pestisida Rumah Tangga
5884,NICLOSAN 250 EC,Moluskisida
5885,FASCINATE-FLASH 140/50 EW,Herbisida
5886,BASMIRATA 15 WP,Herbisida
5887,INTERPRID 25 WP,Insektisida
5888,HAITEK 160 SL,Herbisida
5889,MIGUEL 200 SC,Insektisida
5890,CLARISA 500/50 SC,Herbisida
5891,TORNADO 250EC,Insektisida
5892,COBASEPTEMBER 301,Fungisida
5893,TRITHAC 350 EC,Herbisida
5894,BARREN 80 WP,Herbisida
5895,COLUMBUS 600 EC,Insektisida
5896,AMEXONE 80 WP,Herbisida
5897,MICROCARE ITO,Bakterisida
5898,TSUBAME 18 EC,Insektisida
5899,GALACIDE 150 SL,Herbisida
5900,ESPLANADE 22 WG,Herbisida
5901,LAMLO 50 EC,Insektisida
5902,ANJANIE 200/150 EC,Insektisida
5903,ASGARD 25 WP,Insektisida
5904,LAMDA SIHALOTRIN 95 TC,Insektisida
5905,PARAQUAT DICHLORIDE 42 TC,Herbisida
5906,ARROW 200 EC,Insektisida
5907,AMCOMEC 18 EC,Insektisida
5908,ANDROMEDA 50/100 EC,Insektisida
5909,RAKSAMAX 80 WP,Fungisida
5910,SAROMYL 35 SD,Fungisida
5911,KLOOPIR 666 EC,Herbisida
5912,TREBAZ 70 WP,Moluskisida
5913,VAPE 0.04 MC,Pestisida Rumah Tangga
5914,METSUN 60 WG,Herbisida
5915,"Vela 28,5 WP",Insektisida
5916,"Baygon 0,161 AE",Pestisida Rumah Tangga
5917,ALTAR 15 WP,Zat Pengatur Tumbuh Tanaman
5918,COWBRAND 0.3 MC,Pestisida Rumah Tangga
5919,KIRARI 50 WG,Fungisida
5920,EXPLORE 250 EC,Fungisida
5921,LANG-KIL 276SL,Herbisida
5922,FILLADO 440 EC,Insektisida
5923,BROADPLUS 10/10 WP,Herbisida
5924,GERHANA 865 SL,Herbisida
5925,CISLIN 25 EC,Bahan pengawet kayu
5926,MARSHAL 200 EC,Insektisida
5927,BENFURON 12/18 WP,Herbisida
5928,GALAPIR 350 SC,Insektisida
5929,ASSASSIN 100 SL,Insektisida
5930,ALFAST 30 EC,Insektisida
5931,FUJIWAN 400 EC,Insektisida
5932,VAPE 6.0 LV,Insektisida
5933,Spinosad 92 TC,Insektisida
5934,OXAMYL 456 SL,Insektisida
5935,"TAWON 0,3 MC",Pestisida Rumah Tangga
5936,GLUBEST 200 SL,Herbisida
5937,CABADEX 441 SE,Herbisida
5938,KLERAT 0.005 BB,Rodentisida
5939,Cardil 430 SC,Fungisida
5940,NOMOS 0.05MC,Pestisida Rumah Tangga
5941,ABAMEKTIN 95 TC,Insektisida
5942,PILARBIT 27/102 SC,Insektisida
5943,Ban-Drol 400 EC,Insektisida
5944,NOMOS ONE PUSH 9.4 AE,Pestisida Rumah Tangga
5945,SAGRI-MOX 52 WP,Fungisida
5946,TRIDACOL 70 WP,Fungisida
5947,EMMAREX 50 EC,Insektisida
5948,HOKORI 440 SC,Insektisida
5949,PETROGENOL 800 L,Atraktan / Feromon
5950,PROXICARB 250 SC,Fungisida
5951,KILL UP 480/1 SL,Herbisida
5952,SWITCH OFF 62.5 WG,Fungisida
5953,RAJABRANTAS 200 SL,Herbisida
5954,TAMBISTAN 50 WP,Moluskisida
5955,FASTCANE 80 WG,Herbisida
5956,FIPRONIL 95 TC,Insektisida
5957,DIPHO 290 SL,Insektisida
5958,DANATAN 400 SL,Insektisida
5959,T823 P. Barrier,Pestisida Rumah Tangga
5960,SATYATOP 481 SL,Herbisida
5961,BORNEO UP 500 SL,Herbisida
5962,KENCOZEB 80 WP,Fungisida
5963,AKALIS 550 SC,Herbisida
5964,PYROIN 250 EC,Fungisida
5965,OTOMIN 865 SL,Herbisida
5966,ATRAZIN 97 TC,Herbisida
5967,NARACEL 18 EC,Insektisida
5968,MONOSULTAP 95 TC,Insektisida
5969,SERENADE SC,Zat Pengatur Tumbuh Tanaman
5970,HIT 0.566 MV,Pestisida Rumah Tangga
5971,MAXXONE 276 SL*,Herbisida
5972,ZIPHOS 80 P*,Rodentisida
5973,AZZA 500 SC,Fungisida
5974,REXPHATE 75 SP,Insektisida
5975,VAPE 40 VP,Pestisida Rumah Tangga
5976,IMIDASTAR 200 SL,Insektisida
5977,"ARATA 0,005 BB",Rodentisida
5978,CONTROL 400 SL,Insektisida
5979,FENTOID 70 WP,Moluskisida
5980,DAMARON 50/500 EC,Insektisida
5981,DOBELDOR 50 EC,Insektisida
5982,GLIFOSAT 95 TC,Herbisida
5983,RADIANT 200 EC,Insektisida
5984,JURASSIC 480 SL,Herbisida
5985,ZAMPRO 525 SC,Fungisida
5986,VAMPYR 700 EC,Insektisida
5987,SAGRI-ZIN 50 WP,Insektisida
5988,KARROLIE 400 EC,Insektisida
5989,VIOLA 525 SE,Fungisida
5990,BUPRO-NA 25 WP,Insektisida
5991,Difenoconazole 96% TC,Fungisida
5992,"SIKLON 5,7 WG",Insektisida
5993,ROCIMA™ 631 Antimicrobial,Pestisida lain-lain
5994,BIFLEX 80 SC,Bahan pengawet kayu
5995,KILLMOS 80 P*,Rodentisida
5996,KARIBIAN 18 EC,Insektisida
5997,HOPTARA 500 EC,Insektisida
5998,OPTIMUS 77 SL,Herbisida
5999,LIDING 240 EC ,Herbisida
6000,DARMACIS 50 EC,Insektisida
6001,AMEGRASS 80 WP,Herbisida
6002,BIFENCLO 130 SC,Insektisida
6003,FACET 250 SC,Herbisida
6004,ORTHENE 75 SP,Insektisida
6005,REBEL 500/50 EC,Insektisida
6006,JIDOR 25 EC,Insektisida
6007,HEROZEB 80 WP,Fungisida
6008,STARDIOR 40/20 WG,Insektisida
6009,ROTANIL 75 WP,Fungisida
